Item type,Authors,Editors,Title,Journal,Full journal,Publication year,Volume,Issue,Pages,Folders filed in,Labels filed in,Institution,Number,Edition,Publisher,Address,Book title,Website name,Patent title,Proceedings title,Conference,Conference location,Conference date,Date published,Date accessed,ISBN,ISBN (alt.),ISSN,ISSN (alt.),LCCN,URLs,DOI,PMID,Arxiv ID,Associated DOI,PMC ID,Abstract,Keywords,Notes,Affiliation,Language,Sub-type,Series,Series number,Series editors,Original title,Archive prefix,Eprint ID,Primary class,Chapter,Pages cited,Page count,Volume count,Advisor,School,Department,Degree,Source,How published,Inventors,Assignee,Issuing authority,Patent number,Date filed,Type of patent,Issuing office full name,Application number,Event name,Event place,Presenter,Date,Date of the event,Dataset name,Dataset author(s),Dataset URL,Dataset DOI,Recipient,Performers,Date released,Sender,Title of the reviewed item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,"Pedro-Carañana J,Broudy D,Klaehn J","Pedro-Carañana J,Broudy D,Klaehn J",The Propaganda Model Today: Filtering Perception and Awareness,,,2018,,,,,,,,,University of Westminster Press,,,,,,,,,2018,,9.78191E+12,,,,,https://play.google.com/store/books/details?id=lWhCvQEACAAJ,,,,,,"Thirty years after Chomsky and Herman elaborated the Propaganda Model this title aims to introduce a new generation of readers to it. It presents cutting-edge research demonstrating the model's general validity as well as new attempts - in the light of digital media and 21st century politics - to critically update, expand, and refine it. International researchers thus analyse the continuities and new developments in media Environments throughout various regions of the world. Part I addresses the theoretical and methodological dimensions of the PM beginning with an interview with Edward Herman on the model itself. Part II reflects on propaganda as a concept and practice within new mediated digital communications systems and interfaces. Applications of the Propaganda Model are featured in Part III notably new forms of media and content not previously analysed within it: the entertainment industries through the analysis of television, professional sports, Hollywood movies and videogames using quantitative and qualitative research methods. The last section presents case studies of corporate media and reporting practices as reflections of elite power. An extensive re-visioning of the PM this book concludes by identifying the fundamental dimensions of the model, the key modifications and expansions that are suggested--such as the inclusion of new filters--whilst assessing the model's overall value for conducting research in different geographical contexts and media systems and products.",,,,en,,"Critical, Digital and Social Media Studies",,,,,,,,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Itti L,Baldi P",,Bayesian surprise attracts human attention,Vision Res.,Vision research,2009,49,10,1295-1306,,,,,,,,,,,,,,,2009-06,,,,0042-6989,1878-5646,,http://dx.doi.org/10.1016/j.visres.2008.09.007;https://www.ncbi.nlm.nih.gov/pubmed/18834898;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2782645;https://linkinghub.elsevier.com/retrieve/pii/S0042-6989(08)00438-0,10.1016/j.visres.2008.09.007,18834898,,,PMC2782645,"We propose a formal Bayesian definition of surprise to capture subjective aspects of sensory information. Surprise measures how data affects an observer, in terms of differences between posterior and prior beliefs about the world. Only data observations which substantially affect the observer's beliefs yield surprise, irrespectively of how rare or informative in Shannon's sense these observations are. We test the framework by quantifying the extent to which humans may orient attention and gaze towards surprising events or items while watching television. To this end, we implement a simple computational model where a low-level, sensory form of surprise is computed by simple simulated early visual neurons. Bayesian surprise is a strong attractor of human attention, with 72% of all gaze shifts directed towards locations more surprising than the average, a figure rising to 84% when focusing the analysis onto regions simultaneously selected by all observers. The proposed theory of surprise is applicable across different spatio-temporal scales, modalities, and levels of abstraction.",,,"Computer Science Department, University of Southern California, Los Angeles, 90089, USA. itti@usc.edu",en,Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Nieborg DB,Helmond A",,The political economy of Facebook's platformization in the mobile ecosystem: Facebook Messenger as a platform instance,Media Cult. Soc.,Media Culture & Society,2019,41,2,196-218,,,,,,,,,,,,,,,2019-03,,,,1460-3675,0163-4437,,http://dx.doi.org/10.1177/0163443718818384;https://www.ncbi.nlm.nih.gov/pubmed/30886448;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6380457,10.1177/0163443718818384,30886448,,,PMC6380457,"Facebook's usage has reached a point that the platform's infrastructural ambitions are to be taken very seriously. To understand the company's evolution in the age of mobile media, we critically engage with the political economy of platformization. This article puts forward a conceptual framework and methodological apparatus to study Facebook's economic growth and expanding platform boundaries in the mobile ecosystem through an analysis of the Facebook Messenger app. Through financial and institutional analysis, we examine Messenger's business dimension and draw on platform studies and information systems research to survey its technical dimension. By retracing how Facebook, through Messenger, operationalizes platform power, this article attempts to bridge the gap between these various disciplines by demonstrating how platforms emerge and how their apps may evolve into platforms of their own, thereby gaining infrastructural properties. It is argued that Messenger functions as a 'platform instance' that facilitates transactions with a wide range of institutions within the boundaries of the app and far beyond.",Facebook; infrastructure; mobile apps; multi sided markets; platform; platform instance; political economy,,"University of Toronto, Canada. University of Amsterdam, The Netherlands.",en,Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"van Dijck J,Nieborg D,Poell T",,Reframing platform power,Internet Policy Review,,2019,8,2,,,,,,,HIIG - Alexander von Humboldt Institute for Internet and Society,,,,,,,,,2019,,,,,,,http://dx.doi.org/10.14763/2019.2.1414,10.14763/2019.2.1414,,,,,"This article addresses the problem of platform power by probing current regulatory frameworks’ basic assumptions about how tech firms operate in digital ecosystems. Platform power is generally assessed in terms of economic markets in which individual corporate actors harness technological innovations to compete fairly, thereby maximising consumer welfare. We propose three paradigmatic shifts in the conceptualisation of platform power. First, we suggest to expand the notion of consumer welfare to citizen wellbeing, hence addressing a broader scope of platform services’ beneficiaries. Second, we recommend considering platform companies as part of an integrated platform ecosystem, acknowledging its interrelational, dynamic structure. And third, we shift attention from markets as level playing fields towards societal platform infrastructures where hierarchies and dependencies are built into their architecture. Reframing platform power may be a necessary condition for updating and integrating current regulatory regimes and policy proposals.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,Nobus DM,,Commodified Reason in the Neo-liberal University Discourse: Thoughts for the Times on the Teaching of Psychoanalysis in Universities,Vestigia,,2019,2,1,191-217,,,,,,,,,,,,,,,2019,,,,,,,https://bura.brunel.ac.uk/handle/2438/18772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Boatwright B,Mazer JP,Beach S",,The 2016 U.S. Presidential Election and Transition Events: A Social Media Volume and Sentiment Analysis,Southern Communication Journal,Southern Communication Journal,2019,84,3,196-209,,,,,,Routledge,,,,,,,,,5/27/2019,,,,1041-794X,,,https://doi.org/10.1080/1041794X.2019.1566398;http://dx.doi.org/10.1080/1041794X.2019.1566398,10.1080/1041794X.2019.1566398,,,,,"ABSTRACTThe present study examines social media behavior as indicative of basking in reflected glory (BIRGing), the psychological process of associating with the successes of others, and cutting off reflected failure (CORFing), disassociating with the failure of others, during the 2016 presidential election, inauguration events, and subsequent worldwide Women?s March. The study harvested 10,973,629 tweets in the days leading up to and following these events. The results indicate the presence of BIRGing and CORFing processes that were likely accelerated due to the election?s outcome. While BIRG was uncovered during the election and inauguration, opponents were basking in reflected failure (BIRF) during the Women?s March by protesting the inauguration as a form of resistance. We discuss the theoretical implications and areas for future research.",,doi: 10.1080/1041794X.2019.1566398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Xiong Y,Cho M,Boatwright B",,Hashtag activism and message frames among social movement organizations: Semantic network analysis and thematic analysis of Twitter during the #MeToo movement,Public Relat. Rev.,Public relations review,2019,45,1,23-Oct,,,,,,,,,,,,,,,3/1/2019,,,,0363-8111,,,http://www.sciencedirect.com/science/article/pii/S0363811118302303;http://dx.doi.org/10.1016/j.pubrev.2018.10.014,10.1016/j.pubrev.2018.10.014,,,,,"During the #MeToo movement, social movement organizations (SMOs) played a crucial role in the online mobilization by utilizing various message frames and appealing hashtags during the social movement. Applying a co-creational approach and using framing as a theoretical framework, the study explored how SMOs use words and hashtags to participate in the #MeToo movement through Twitter. Based on both semantic network analysis and thematic analysis methods, findings of the study enhance literature of social movement organizations and activism as well as provide practical implications for effective social movement campaigns.",Social movement organization (SMO); #MeToo; Hashtag activism; Feminism; Activism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Johnson NF,Leahy R,Restrepo NJ,Velasquez N,Zheng M,Manrique P,Devkota P,Wuchty S",,Hidden resilience and adaptive dynamics of the global online hate ecology,Nature,Nature,2019,,,,,,,,,,,,,,,,,,8/21/2019,,,,0028-0836,1476-4687,,http://dx.doi.org/10.1038/s41586-019-1494-7;https://www.ncbi.nlm.nih.gov/pubmed/31435010;https://doi.org/10.1038/s41586-019-1494-7,10.1038/s41586-019-1494-7,31435010,,,,"Online hate and extremist narratives have been linked to abhorrent real-world events, including a current surge in hate crimes1-6 and an alarming increase in youth suicides that result from social media vitriol7; inciting mass shootings such as the 2019 attack in Christchurch, stabbings and bombings8-11; recruitment of extremists12-16, including entrapment and sex-trafficking of girls as fighter brides17; threats against public figures, including the 2019 verbal attack against an anti-Brexit politician, and hybrid (racist-anti-women-anti-immigrant) hate threats against a US member of the British royal family18; and renewed anti-western hate in the 2019 post-ISIS landscape associated with support for Osama Bin Laden's son and Al Qaeda. Social media platforms seem to be losing the battle against online hate19,20 and urgently need new insights. Here we show that the key to understanding the resilience of online hate lies in its global network-of-network dynamics. Interconnected hate clusters form global 'hate highways' that-assisted by collective online adaptations-cross social media platforms, sometimes using 'back doors' even after being banned, as well as jumping between countries, continents and languages. Our mathematical model predicts that policing within a single platform (such as Facebook) can make matters worse, and will eventually generate global 'dark pools' in which online hate will flourish. We observe the current hate network rapidly rewiring and self-repairing at the micro level when attacked, in a way that mimics the formation of covalent bonds in chemistry. This understanding enables us to propose a policy matrix that can help to defeat online hate, classified by the preferred (or legally allowed) granularity of the intervention and top-down versus bottom-up nature. We provide quantitative assessments for the effects of each intervention. This policy matrix also offers a tool for tackling a broader class of illicit online behaviours21,22 such as financial fraud.",,,"Physics Department, George Washington University, Washington, DC, USA. neiljohnson@gwu.edu. Physics Department, George Washington University, Washington, DC, USA. Elliot School of International Affairs, George Washington University, Washington, DC, USA. Physics Department, University of Miami, Coral Gables, FL, USA. Computer Science Department, University of Miami, Coral Gables, FL, USA.",en,Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ph.D. Thesis,Kassam S,,Standing on Guard for Thee: The Acceptable Muslim and Boundaries of Racialized Inclusion in Canada,,,2018,,,,,,,,,,,,,,,,,,2018,,,,,,,https://tspace.library.utoronto.ca/handle/1807/89768,,,,,,"This dissertation traces the emergence of the figure of the Acceptable Muslim in Canadian public, political and cultural discourses, and illuminates the conditions for inclusion of such figures in the national imaginary. The Acceptable Muslim is perceived as a ‘good,’ ‘moderate,’ ‘modern,’ and assimilable Muslim, one who espouses a privatized faith with few public expressions of religious/cultural belonging. Against the backdrop of the racialization of Muslim bodies, Acceptable Muslims (re)confirm the racial boundaries of the nation-state, becoming passionate defenders of multiculturalism, whiteness and a global politics of Western domination. I theorize that the figure of the Acceptable Muslim sustains the narrative of the Canadian nation-state as liberal, democratic, secular, modern and inclusive, even as it relentlessly excludes, punishes and eliminates the Muslim Other. In this sense, Acceptable Muslims stand as sentries at the (symbolic) borders of the nation, reanimating the racialized boundaries of acceptability and signaling that those beyond the boundaries can be legitimately policed by the nation-state. The figure of the Acceptable Muslim is central in Canadian debates about multiculturalism, immigration, citizenship and secularism, contestations which often reinforce differential (and racialized) notions of belonging. For the Acceptable Muslim, the price of (conditional) inclusion is fidelity to the ideological goals of the Canadian nation-state. Grounding my analysis in theories of Orientalism, racialization, citizenship and secularism, I examine Canadian media discourses about Muslims over a ten-year period (2005-2014) and outline the key frames through which the Muslim body is represented. I then interrogate the work and media footprint of some key Acceptable Muslims, and consider how such figures reanimate central tenets of the Canadian national imaginary. Through my analysis, I identify two sets of figures, the Secular Muslim and the Multiculturalist Muslim, both of which fall under the Acceptable Muslim archetype. While this dissertation examines Acceptable Muslims in the Canadian context, such figures are also evident internationally, illuminating how the figure of the Acceptable Muslim travels across geographical boundaries and is implicated in the global dynamics of power.",,,,,Ph.D. Thesis,,,,,,,,,,,,Razack SH,University of Toronto,Social Justice Education,PhD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,Nunberg G,,The Future of the Book,,,1996,,,,,,,,,University of California Press,,,,,,,,,12/19/1996,,9.78052E+12,,,,,https://play.google.com/store/books/details?id=Fa8wDwAAQBAJ,,,,,,"The death of the book has been duly announced, and with it the end of brick-and-mortar libraries, traditional publishers, linear narrative, authorship, and disciplinarity, along with the emergence of a more equitable discursive order. These essays suggest that it won't be that simple. The digitization of discourse will not be effected without some wrenching social and cultural dislocations.The contributors to this volume are enthusiastic about the possibilities created by digital technologies, instruments that many of them have played a role in developing and deploying. But they also see the new media raising serious critical issues that force us to reexamine basic notions about rhetoric, reading, and the nature of discourse itself.",,,,en,,,,,,,,,,,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,Bacevic J,,Knowing Neoliberalism,Social Epistemology,Social Epistemology,2019,33,4,380-392,,,,,,Routledge,,,,,,,,,7/4/2019,,,,0269-1728,,,https://doi.org/10.1080/02691728.2019.1638990;http://dx.doi.org/10.1080/02691728.2019.1638990,10.1080/02691728.2019.1638990,,,,,"ABSTRACTCritical accounts over the past years have focused on neoliberalism as a subject of knowledge; there has been a recently growing interest in neoliberalism as an object of knowledge. This article considers the theoretical, epistemological and political implications of the relationship between neoliberalism as an epistemic subject and neoliberalism as an epistemic object. It argues that the ?gnossification? of neoliberalism ? framing it an epistemic project, and deriving implications for political engagement from this ? avoids engaging with numerous ambiguous elements of the production of knowledge. Drawing on Bourdieu?s concept of the ?scholastic fallacy? and Boltanski and Chiapello?s work in sociology of critique, the article lays out a framework for the study of the relationship between epistemic, moral, and political elements of critique of neoliberalism, including the conditions of its own production in contemporary academic contexts.",,doi: 10.1080/02691728.2019.1638990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,Wiggins BE,,"The Discursive Power of Memes in Digital Culture: Ideology, Semiotics, and Intertextuality",,,2019,,,,,,,,,Routledge,,,,,,,,,2/21/2019,,9.78114E+12,,,,,https://play.google.com/store/books/details?id=xHXYvgEACAAJ,,,,,,"Shared, posted, tweeted, commented upon, and discussed online as well as off-line, internet memes represent a new genre of online communication, and an understanding of their production, dissemination, and implications in the real world enables an improved ability to navigate digital culture. This book explores cases of cultural, economic, and political critique levied by the purposeful production and consumption of internet memes. Often images, animated GIFs, or videos are remixed in such a way to incorporate intertextual references, quite frequently to popular culture, alongside a joke or critique of some aspect of the human experience. Ideology, semiotics, and intertextuality coalesce in the book's argument that internet memes represent a new form of meaning-making, and the rapidity by which they are produced and spread underscores their importance.",,,,en,,,,,,,,,,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,Boyd-Barrett O,,RussiaGate and Propaganda: Disinformation in the Age of Social Media,,,2019,,,,,,,,,Routledge,,,,,,,,,7/4/2019,,9.78043E+12,,,,,https://play.google.com/store/books/details?id=yM2gDwAAQBAJ;https://books.google.com/books?hl=en&lr=&id=yM2gDwAAQBAJ&oi=fnd&pg=PT9&dq=RussiaGate+Propaganda+Disinformation+Age+Social+Media+Boyd-Barrett&ots=HedZphd1u7&sig=998DM_ld6rDdI3S0oD4P2nA20iU,,,,,,"This book furthers our understanding of the practice of propaganda with a specific focus on the RussiaGate case. RussiaGate is a discourse about alleged Russian \meddling\"" in US elections", and this book argues that it functions as disinformation or distraction. The book provides a framework for better understanding of ongoing developments of RussiaGate, linking these to macroconsiderations that rarely enter mainstream accounts. It demonstrates the considerable weaknesses of many of the charges that have been made against Russia by US investigators, and argues that this discourse fails to take account of broader non-transparent persuasion campaigns operating in the election-information environment that are strengthened by social media manipulation. RussiaGate has obscured many of the factors that challenge the integrity of democratic process in the USA. These deserve a much higher priority than any influence that Russia may want to exert. The book concludes that RussiaGate discourse needs to be contextualized with reference to a long-established broader competition between great powers for domination of EurAsia. This pitches the US/European Union against Russia/China and perhaps, ultimately, even the USA against Europe. This book will be of much interest to students of media and communication studies, propaganda studies, US politics, Russian politics," and International Relations in general.""",,,,en,,,,,,,,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,Phillips W,,Meet the trolls,Index on Censorship,Index on Censorship,2011,40,2,68-76,,,,,,SAGE Publications Ltd,,,,,,,,,6/1/2011,,,,0306-4220,,,https://doi.org/10.1177/0306422011409641;http://dx.doi.org/10.1177/0306422011409641,10.1177/0306422011409641,,,,,A loose community of anarchic and anonymous people is testing the limits of free speech on the internet. Whitney Phillips interviews one of them,,doi: 10.1177/0306422011409641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,Condis M,,"Gaming Masculinity: Trolls, Fake Geeks, and the Gendered Battle for Online Culture",,,2018,,,,Masculinities,Video Games,,,,University of Iowa Press,,,,,,,,,2018,,9.78161E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,Barnes R,,"Uncovering Online Commenting Culture: Trolls, Fanboys and Lurkers",,,2018,,,,,,,,,Springer International Publishing,,,,,,,,,1/31/2018,,9.78332E+12,,,,,https://play.google.com/store/books/details?id=bG89swEACAAJ,,,,,,"In today’s digital world our social interactions often take place in the form of written comments. We chat, disagree, worship, vent, confess, and even attack in written form in public digital spaces. Drawing on scholarly literature from media and cultural studies, psychology and sociology, Uncovering Commenting Culture charts this commenting territory and outlines why we behave in these ways online. In this timely book, Renee Barnes provides a participatory model for understanding commenting culture that is based on the premise that our behaviours online–including those that cause us most the concern–are not so much an internet problem as a social problem. By looking at a wide variety of online commenting habitats, from the comment threads following news stories, through to specialist forums and social media platforms, the volume provides a comprehensive understanding of the role of online commenting in society and provides suggestions for how we might mitigate bad behaviours.",,,,en,,,,,,,,,,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Chess S,Shaw A",,"A Conspiracy of Fishes, or, How We Learned to Stop Worrying About #GamerGate and Embrace Hegemonic Masculinity",J. Broadcast. Electron. Media,Journal of broadcasting & electronic media,2015,59,1,208-220,Misogyny;Masculinities,,,,,Routledge,,,,,,,,,1/2/2015,,,,0883-8151,,,https://doi.org/10.1080/08838151.2014.999917;http://dx.doi.org/10.1080/08838151.2014.999917,10.1080/08838151.2014.999917,,,,,"Recently, the margins between gaming and feminism have become increasingly contentious (Salter Hofstadter, 1952) and counterknowledge (Fiske, 1994) we consider the broader meaning of GamerGate's attention to academia.",,doi: 10.1080/08838151.2014.999917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,Mortensen TE,,"Anger, Fear, and Games: The Long Event of #GamerGate",Games and Culture,Games and Culture,2018,13,8,787-806,Misogyny,Video Games,,,,SAGE Publications,,,,,,,,,12/1/2018,,,,1555-4120,,,https://doi.org/10.1177/1555412016640408;http://dx.doi.org/10.1177/1555412016640408,10.1177/1555412016640408,,,,,"The event known as #GamerGate (GG) emphasized the need to take the study of game culture seriously and pursue it across several platforms. It demonstrated how seemingly ephemeral media created echo chambers of anger, and how the outbursts of hypermasculine aggression exemplified by hooligans also can connect to games and play. Starting from how GG gained popular attention, this article outlines and discusses the nature of GG, the relation to the victims, the sense of victimization among the participants, and how it may have been provoked by the long-standing, general disregard of games as a culture and a cultural artifact of value. It discusses GG as a swarm using this metaphor to describe its self-organizing nature. Further comparing GG to hooligans, this article also introduces a class and marginalization aspect to understanding the event, opening up for discourses that complicates the image of game culture as mainly a culture of isolated consumption.",,doi: 10.1177/1555412016640408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Cohn M,Sims P",,Ridicule as a Tool for IO/PSYOPS in Afghanistan,Culture and Conflict Review,,2010,4,1,,,,,,,,,,,,,,,,2010,,,,,,,http://hdl.handle.net/10945/27366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,Bowdish RG,,Information-age psychological operations,Mil. Rev.,Military review,1998,78,6,29,,,,,,US Army CGSC,,,,,,,,,1998,,,,0026-4148,,,http://www.c4i.org/bowdish.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,Zehndorfer E,,"Evolution, Politics and Charisma: Why Do Populists Win?",,,2019,,,,Populism,,,,,Routledge,,,,,,,,,2019,,9.78114E+12,,,,,https://play.google.com/store/books/details?id=b6-yvAEACAAJ,,,,,,"Evolution, Politics and Charisma: Why do Populists Win? shines compelling new light on the way in which the systematic targeting and manipulation of human physiology remain a cornerstone of all populist political campaigns. Readers wishing to make sense of the populist juggernauts of Trump and Brexit and of the cyclical and formulaic nature of the rise and fall of charismatic populism will find this book particularly appealing. Elesa Zehndorfer begins by presenting a highly applied explanation of the critical importance of political physiology, physiology theory, neuroscience and evolutionary biology in populist charismatic politics. She later eloquently explains how manipulation of physiological variables (such as heightened testosterone and dopamine) renders the political rally one of the most powerful weapons in a populist leaders' campaign. Weber's seminal conceptualisation of charisma 'in statu nascendi' and Hyman Minsky's insightful theories of cyclical boom-and-bust scenarios are then juxtaposed alongside physiological theory to greatly amplify our understanding of the powerful biological antecedents of charismatic populism. These theoretical observations are then applied directly to recent high-profile populist campaigns - including the 2016 Trump Presidential campaign and early Presidency - and the Brexit referendum, to elucidating and compelling effect. Ultimately, Evolution, Politics and Charisma paints a clear evolutionary picture of the way in which politics is an emotional - not a rational - process, where our emotions are continually targeted to great, and strategic, effect, and where the most recent intersection of technology and physiology has driven the greatest surge in populism ever seen across the Western hemisphere since the 1930's. Acknowledging this reality opens up exciting vistas in our understanding of the true power of charismatic populism and provides answers as to how its seductive and often dangerous power can be effectively resisted.",,,,en,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,Taylor PM,,"Global Communications, International Affairs and the Media Since 1945",,,1997,,,,,,,,,Psychology Press,,,,,,,,,1997,,9.78042E+12,,,,,https://play.google.com/store/books/details?id=jKdQCFNHu-8C,,,,,,"Mass communication and the mass media are comparatively recent phenomena, but are the conditions in which politicians, statesmen and soldiers have been increasingly forced to operate. InGlobal Communications, International Affairs and the Media Since 1945,Philip M. Taylor traces the increased involvement of the media in issues of peace and especially war from the nineteenth century to the present day. He analyzes the nature, role and impact of communications within the international arena and how communications interacts with foreign policy in practice rather than in theory. Using studies which include the Gulf War and Vietnam, Taylor details the contemporary problems of reporting while at the same time providing a comprehensive historical context.",,,,en,,,,,,,,,,,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,Crawford C,,The Repeal Of The Glass- Steagall Act And The Current Financial Crisis,Journal of Business & Economics Research (JBER),Journal of Business & Economics Research (JBER),2011,9,1,,,,,,,,,,,,,,,,1/7/2011,,,,2157-8893,2157-8893,,https://clutejournals.com/index.php/JBER/article/view/949;http://dx.doi.org/10.19030/jber.v9i1.949,10.19030/jber.v9i1.949,,,,,"The Glass-Steagall Act was passed in 1933 in response to the failure of the banks following the Great Depression. One out of every five banks failed in the aftermath of the stock market crash. Legislators and regulators questioned the role the underwriting of securities played in the financial collapse. Many believed these investment banking activities caused a conflict of interest in that banks often suggested that their customers purchase securities the banks had underwritten. They believed that this conflict of interest contributed significantly to the stock market crash and the bank failures. The Glass-Steagall Act forced banks to choose between being a commercial bank or an investment bank, in effect constructing a wall between commercial banking and investing banking activities. The Glass- Steagall Act was the first law signed by President Franklin D. Roosevelt upon taking the oath of office. Almost immediately upon enactment, the financial community lobbied to have the Act repealed. Over the years, this persistent lobbying led to a continual reinterpretation and liberalization of the Glass-Steagall Act, until the Act was repealed in 1999. On the dawn of repeal, the late Senator Paul Wellstone made an impassioned plea on the Senate floor. He said the repeal of Glass-Steagall would enable the creation of financial conglomerates which would be too big to fail. Furthermore, he believed that the regulatory structure would not be able to monitor the activities of these financial conglomerates and they would eventually fail due to engaging in excessively risky financial transactions. Ultimately, he said, prophetically, that the taxpayers would be forced to bail out these too-big-to-fail financial institutions. Clearly, Senator Wellstone was in the minority as the legislation repealing the Glass-Steagall Act was passed in both the House and the Senate with large majorities. President Bill Clinton signed the legislation into law in late November, 1999. It has now been over ten years since the repeal of Glass-Steagall and the United States is in the grip of the largest financial crisis since the Great Depression. Legislators and regulators are again questioning the role that the investment banking activities of commercial banks have played in a financial crisis. Some believe the repeal of Glass-Steagall contributed significantly to the current financial crisis. Others believe that if Glass-Steagall had still been in place, the financial crisis would be much worse. This paper examines the role that the repeal of Glass-Steagall played in the current financial crisis.",Repeal of Glass-Steagall Act; Financial Crisis of 2008,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
